organization_id,organization,balance_audit_type,balance_type,balance_version,submission_date,issue_date,valid_until_date,balance_score,documents
25482.0,KarmaKonsum Christoph Harrach,Audit,M5.0,Compact,21-12-2020,28-02-2021,28-02-2023,501.0,Report+Attestation
25791.0,Brauerei Gutmann,Audit,M5.0,Full,23-12-2020,30-04-2021,30-04-2023,276.0,Report+Attestation
27489.0,Märkisches Landbrot GmbH,Audit,M5.0,Full,29-01-2021,31-10-2021,31-10-2023,756.0,Report+Attestation
27524.0,Brigitte Göltz – Training und Beratung,Audit,M5.0,Compact,30-01-2021,28-02-2021,28-02-2023,345.0,Report+Attestation
14903.0,"Johanna Paul, Organisationsentwicklung und Changemanagement",Audit,M5.0,Compact,08-02-2021,31-05-2021,31-05-2023,391.0,Report+Attestation
35297.0,D-QuESTioN,Audit,M5.0,Compact,04-02-2021,30-04-2021,30-04-2023,428.0,Attestation
35302.0,nature and progress,Audit,M5.0,Full,10-02-2021,30-04-2021,30-04-2023,490.0,Report+Attestation
14687.0,Sparda-Bank München eG,Audit,M3.0,Standard,30-06-2011,30-12-2011,30-12-2013,332.0,Report+Attestation
14687.0,Sparda-Bank München eG,Audit,M4.0,Standard,31-12-2012,30-11-2013,30-11-2015,385.0,Report+Attestation
14687.0,Sparda-Bank München eG,Audit,M4.1,Standard,30-11-2015,30-11-2015,30-11-2017,559.0,Report+Attestation
29652.0,AAP-ARCHITEKTEN ZT-GMBH,Audit,M3.0,Standard,31-12-2011,,,,Report
133954.0,Christian Rüther e.U.,Audit,M3.0,Standard,31-12-2013,,,,Report
55101.0,DROSG-PLÖCKINGER & PLÖCKINGER OG,Audit,M3.0,Standard,31-12-2012,,,,Report
35301.0,MAG. VERENA FLORIAN,Audit,M3.0,Standard,31-12-2011,,,,Report
28515.0,Manfred Kofranek,Audit,M3.0,Standard,31-12-2011,,,,Report
29753.0,ReWiG München eG,Audit,M3.0,Standard,31-12-2011,31-12-2011,31-12-2013,469.0,Report+Attestation
163148.0,rw-cct gmbh,Audit,M3.0,Standard,31-12-2011,,,,Report
14708.0,Sonnentor Kräuterhandelsgesellschaft mbH,Audit,M3.0,Standard,31-12-2011,31-10-2011,31-10-2013,630.0,Report
133954.0,Christian Rüther e.U.,Audit,M4.1,Standard,31-12-2013,,,,Report
55101.0,DROSG-PLÖCKINGER & PLÖCKINGER OG,Audit,M4.1,Standard,31-12-2013,,,,Report
28515.0,Manfred Kofranek,Audit,M4.1,Standard,31-12-2013,,,,Report
14711.0,Raiffeisenbank Lech/Arlberg reg. Genossenschaft m.b.H.,Audit,M4.0,Standard,31-12-2012,30-04-2012,30-04-2014,329.0,Report
14708.0,Sonnentor Kräuterhandelsgesellschaft mbH,Audit,M4.1,Standard,31-12-2012,30-06-2012,30-06-2014,593.0,Report
32904.0,Radio Next Generation GmbH & Co. KG  (Sender egoFM),Audit,M5.0,Compact,15-02-2021,30-04-2021,30-04-2023,418.0,Report+Attestation
32906.0,SFP Architekten GmbH,Audit,M5.0,Compact,22-02-2021,31-03-2021,31-03-2023,284.0,Report+Attestation
35304.0,Rahm Projektmanagement Schlüsselfertigbau GmbH,Audit,M5.0,Compact,23-02-2021,31-03-2021,31-03-2023,252.0,Report+Attestation
29154.0,Gute Leute Beratung Brigitte Jacobs-Hombeuel,Audit,M5.0,Compact,26-02-2021,31-03-2021,31-03-2023,342.0,Report+Attestation
29166.0,Gebäudeservice Wodara GmbH,Audit,M5.0,Full,26-02-2021,30-06-2021,30-06-2023,300.0,Report+Attestation
29214.0,"Andrea Aldosser, Ganzheitliche Personal- und Organisationsentwicklung",Audit,M5.0,Compact,28-02-2021,30-04-2021,30-04-2023,320.0,Report+Attestation
29635.0,AGENTUR FÜR EVALUATION & QUALITÄTSENTWICKLUNG,Audit,M4.1,Standard,31-12-2013,,,,Report
14903.0,Johanna Paul,Audit,M4.0,Standard,31-12-2013,,,,Report
29652.0,AAP-ARCHITEKTEN ZT-GMBH,Audit,M4.1,Standard,31-12-2013,,,,Report
14655.0,Gitta Walchner,Audit,M4.1,Standard,31-12-2013,,,,Report
29660.0,REGIOS EG,Audit,M4.0,Standard,31-12-2013,31-12-2013,31-12-2015,604.0,Report+Attestation
163148.0,rw-cct gmbh,Audit,M4.0,Standard,31-12-2013,,,,Report
14676.0,Oekofrost,Audit,M4.0,Standard,31-12-2013,31-03-2012,31-03-2014,520.0,Report+Attestation
14711.0,Raiffeisenbank Lech/Arlberg reg. Genossenschaft m.b.H.,Audit,M4.0,Standard,31-12-2013,30-04-2013,30-04-2015,329.0,Report+Attestation
14708.0,Sonnentor Kräuterhandelsgesellschaft mbH,Audit,M4.0,Standard,31-12-2013,30-06-2013,30-06-2015,595.0,Report
29723.0,FH Burgenland,Audit,M4.0,Standard,31-12-2013,16-06-2014,16-06-2016,440.0,Report+Attestation
29726.0,Kaltenegger & Partner Architekten ZT GmbH,Audit,M4.0,Standard,31-12-2014,31-07-2014,31-07-2016,680.0,Report
14744.0,Dornbirner Sparkasse Bank AG,Audit,M4.0,Standard,31-12-2014,31-10-2014,31-10-2016,340.0,Report+Attestation
14876.0,Urte Töpfer – Wirtschaften mit Menschen,Audit,M4.1,Standard,31-12-2013,31-10-2014,31-10-2016,458.0,Report+Attestation
28515.0,Manfred Kofranek,Audit,M4.1,Standard,31-12-2015,,,,Report
14755.0,"LEWANDOWSKI Beratung, Analyse, Entwicklung",Audit,M4.1,Standard,31-12-2015,,,,
163148.0,rw-cct gmbh,Audit,M4.1,Standard,31-12-2015,,,,Report
14708.0,Sonnentor Kräuterhandelsgesellschaft mbH,Audit,M4.1,Standard,31-12-2015,31-07-2015,31-07-2017,635.0,Report+Attestation
14691.0,Ulrike Häussler,Audit,M4.1,Standard,31-12-2015,,,,Report
14917.0,Vaude,Audit,M4.1,Standard,31-12-2015,31-01-2015,31-01-2017,502.0,Report+Attestation
14655.0,Gitta Walchner,Audit,M4.1,Standard,31-12-2015,,,,Report
14882.0,Wittig HR-CONSULTING,Audit,M4.1,Standard,31-12-2015,31-05-2015,31-05-2017,386.0,Report+Attestation
14674.0,Nils Wittke,Audit,M4.1,Standard,31-12-2015,,,,Report
29753.0,ReWiG München eG,Audit,M4.0,Standard,31-12-2013,30-06-2013,30-06-2015,564.0,Report+Attestation
14903.0,Johanna Paul,Audit,M4.1,Standard,31-12-2015,,,,Report
14994.0,Gandler Risk Management,Audit,M4.1,Standard,31-12-2015,,,,Report
14711.0,Raiffeisenbank Lech/Arlberg reg. Genossenschaft m.b.H.,Audit,M4.1,Standard,31-12-2015,30-04-2015,30-04-2017,419.0,Report+Attestation
85120.0,elobau GmbH & Co KG,Audit,M4.1,Standard,31-12-2016,30-09-2016,30-09-2018,449.0,Report+Attestation
14744.0,Dornbirner Sparkasse Bank AG,Audit,M4.1,Standard,31-12-2016,30-11-2016,30-11-2018,394.0,Report+Attestation
14707.0,Taifun-Tofu GmbH,Audit,M4.1,Standard,31-12-2016,30-09-2016,30-09-2018,575.0,Report+Attestation
14719.0,Ulenspiegel Druck GmbH & Co. KG,Audit,M4.1,Standard,31-12-2016,30-06-2016,30-06-2018,668.0,Report+Attestation
14676.0,Oekofrost,Audit,M4.1,Standard,31-12-2016,31-01-2016,31-01-2018,613.0,Report+Attestation
29769.0,Radio München gUG,Audit,M4.1,Standard,31-12-2016,,,,Report
14656.0,Humanistic Management Practices gGmbH,Audit,M5.0,Compact,09-03-2021,30-09-2021,30-09-2023,311.0,Report+Attestation
29802.0,sinnovation – nachhaltig entwickeln,Audit,M5.0,Compact,09-03-2021,30-04-2021,30-04-2023,518.0,Report+Attestation
14816.0,CMP Competent Management Partners AG,Audit,M4.1,Standard,31-12-2017,31-10-2017,31-10-2019,546.0,Report+Attestation
46802.0,e-fect dialog evaluation consulting eG,Audit,M4.1,Standard,31-12-2017,30-06-2017,30-06-2019,616.0,Report+Attestation
29723.0,FH Burgenland,Audit,M4.1,Standard,31-12-2017,31-05-2017,31-05-2019,473.0,Report+Attestation
19081.0,Greenpeace e.V.,Audit,M4.1,Standard,31-12-2017,30-11-2017,30-11-2019,653.0,Report+Attestation
29813.0,Grenzstrom Vindved GmbH & CoKG,Audit,M4.1,Standard,31-12-2017,31-08-2017,31-08-2019,564.0,Report+Attestation
19684.0,Grüne Erde GmbH,Audit,M4.1,Standard,31-12-2017,31-01-2017,31-01-2019,749.0,Report+Attestation
32995.0,Headgate,Audit,M4.1,Standard,31-12-2017,31-03-2017,31-03-2019,427.0,Report
14954.0,Diakonie Herzogsägmühle,Audit,M4.1,Standard,31-12-2017,31-07-2017,31-07-2019,428.0,Report+Attestation
29821.0,Irene Müller,Audit,M4.1,Standard,31-12-2017,30-09-2017,30-09-2019,380.0,Report+Attestation
27489.0,Märkisches Landbrot GmbH,Audit,M4.1,Standard,31-12-2017,31-03-2017,31-03-2019,773.0,Report+Attestation
20027.0,OIKOPOLIS Participations SA,Audit,M4.1,Standard,31-12-2017,28-02-2017,28-02-2019,712.0,Report+Attestation
14711.0,Raiffeisenbank Lech/Arlberg reg. Genossenschaft m.b.H.,Audit,M4.1,Standard,31-12-2017,30-04-2017,30-04-2019,462.0,Report+Attestation
29832.0,Roseli Gonzalves,Audit,M4.1,Standard,31-12-2017,31-05-2017,31-05-2019,384.0,Report+Attestation
14925.0,Samariterstiftung,Audit,M4.1,Standard,30-09-2017,30-09-2017,30-09-2019,623.0,Report+Attestation
14708.0,Sonnentor Kräuterhandelsgesellschaft mbH,Audit,M4.1,Standard,31-12-2017,31-07-2017,31-07-2019,671.0,Report+Attestation
14795.0,Vägen Ut! Kooperativen,Audit,M4.1,Standard,31-12-2017,,,,Report
14876.0,Urte Töpfer – Wirtschaften mit Menschen,Audit,M4.1,Standard,31-12-2017,31-10-2017,31-10-2019,451.0,Report+Attestation
14928.0,Gemeinde Mäder,Audit,M1.2,Municipal,31-12-2017,31-08-2017,31-08-2019,487.0,Report+Attestation
29889.0,Gemeinde Nenzing,Audit,M1.2,Municipal,31-12-2017,31-08-2017,31-08-2019,425.0,Report+Attestation
29892.0,GefAA TELECONSULT UG (haftungsbeschränkt),Audit,M4.1,Standard,31-12-2018,31-08-2018,31-08-2020,322.0,Report+Attestation
14711.0,Raiffeisenbank Lech/Arlberg reg. Genossenschaft m.b.H.,Audit,M5.0,Full,11-03-2021,31-05-2021,31-05-2023,534.0,Report+Attestation
30343.0,Windkraft Simonsfeld AG,Audit,M5.0,Full,16-03-2021,30-06-2021,30-06-2023,562.0,Report+Attestation
30768.0,Points Gesellschaft für digitale Informationssysteme mbH,Audit,M5.0,Compact,23-03-2021,30-06-2021,30-06-2023,273.0,Report+Attestation
30962.0,corsus corporate sustainability GmbH,Audit,M5.0,Compact,28-03-2021,30-04-2021,30-04-2023,580.0,Report+Attestation
14907.0,PRIOR1 GmbH,Audit,M5.0,Full,16-04-2021,31-08-2021,31-08-2023,403.0,Report+Attestation
14705.0,Jochen Siebel Unternehmensberatung,Audit,M5.0,Full,16-04-2021,31-07-2021,31-07-2023,456.0,Report+Attestation
32425.0,Ivo Knoll,Audit,M5.0,Compact,19-04-2021,31-08-2021,31-08-2023,344.0,Report+Attestation
35274.0,Kaiser & Kühne Freizeitgeräte GmbH,Audit,M5.0,Full,21-04-2021,30-06-2021,30-06-2023,352.0,Report+Attestation
32984.0,Judith Landes Training – Beratung – Mediation,Audit,M5.0,Full,28-04-2021,30-06-2021,30-06-2023,342.0,Report+Attestation
33004.0,inoio gmbh,Audit,M5.0,Compact,29-04-2021,31-07-2021,31-07-2023,388.0,Report+Attestation
33281.0,IFSM,Audit,M5.0,Compact,30-04-2021,30-09-2021,30-09-2023,231.0,Report+Attestation
34187.0,Coaching Zahn,Audit,M5.0,Compact,05-05-2021,30-06-2021,30-06-2023,300.0,Report+Attestation
34879.0,St.Rochus-Apotheke,Audit,M5.0,Full,11-05-2021,31-01-2022,31-01-2024,464.0,Report+Attestation
14893.0,Bausinger GmbH,Audit,M5.0,Full,17-05-2021,30-06-2021,30-06-2023,616.0,Report+Attestation
35606.0,WEtell GmbH,Audit,M5.0,Full,18-05-2021,30-09-2021,30-09-2023,470.0,Report+Attestation
14733.0,liesLotte MEDIEN VERLAG,Audit,M5.0,Full,21-05-2021,31-07-2021,31-07-2023,406.0,Report+Attestation
14945.0,Kurt Egger – eku-konstruktiv,Audit,M4.0,Standard,31-12-2011,,,,Report+Attestation
14945.0,Kurt Egger – eku-konstruktiv,Audit,M4.1,Standard,31-12-2015,30-06-2015,30-06-2017,348.0,Report+Attestation
36533.0,DI Siegfried Lerchbaumer,Audit,M4.0,Standard,31-12-2012,31-12-2012,31-12-2014,534.0,Report+Attestation
36543.0,RAUM.WERTcc DIin Ursula Spannberger,Audit,M4.1,Standard,31-12-2015,30-06-2015,30-06-2017,490.0,Report+Attestation
14818.0,"Amann, Ulrike, Raum für Gemeinwesenentwicklung",Audit,M4.1,Standard,31-10-2015,31-01-2016,31-01-2018,405.0,Report+Attestation
30962.0,corsus corporate sustainability GmbH,Audit,M4.1,Standard,30-06-2016,30-06-2016,30-06-2018,671.0,Report+Attestation
36556.0,Wofgang Biebel,Audit,M4.0,Standard,31-12-2013,31-12-2013,31-12-2015,607.0,Report+Attestation
36608.0,"N-Motion, Röhrle & Henle Partnerschaftsgesellschaft",Audit,M5.0,Compact,25-05-2021,31-01-2022,31-01-2024,417.0,Report+Attestation
36677.0,Peter Eschner,Audit,M4.1,Standard,02-07-2016,31-08-2016,31-08-2018,511.0,Report+Attestation
14853.0,Team Christian Felber,Audit,M4.0,Standard,30-12-2012,30-12-2012,30-12-2014,662.0,Report+Attestation
14853.0,Team Christian Felber,Audit,M4.1,Standard,30-04-2015,30-06-2015,30-06-2017,617.0,Report+Attestation
36697.0,FORUM BERUFSBILDUNG MÜNCHEN KARL THIESSEN,Audit,M4.0,Standard,19-09-2011,31-12-2011,31-12-2013,418.0,Report+Attestation
36733.0,Institut für Zukunftskompetenzen e.U.,Audit,M4.0,Standard,31-12-2012,,,,
36736.0,JELINEK AKADEMIE e.U.,Audit,M4.0,Standard,14-03-2013,30-06-2013,30-06-2015,301.0,Report+Attestation
36746.0,KAIROS – WIRKUNGSFORSCHUNG & ENTWICKLUNG GEMEINNÜTZIGE GMBH,Audit,M4.0,Standard,26-05-2013,31-12-2013,31-12-2015,737.0,Report+Attestation
14855.0,"Knakruegge, Lutz",Audit,M4.0,Standard,11-09-2011,30-12-2011,30-12-2013,427.0,Report+Attestation
14855.0,"Knakruegge, Lutz",Audit,M5.0,Compact,12-01-2018,31-05-2018,31-05-2020,406.0,Report+Attestation
36753.0,Koloo Projects,Audit,M4.1,Standard,17-02-2016,30-04-2016,30-04-2018,432.0,Report+Attestation
36756.0,SOUND STRATEGY e.U.,Audit,M4.0,Standard,16-02-2012,30-06-2012,30-06-2014,489.0,Report+Attestation
36795.0,Veronika Lamprecht GAIA-Akademie,Audit,M4.0,Standard,29-11-2011,30-12-2011,30-12-2013,622.0,Report+Attestation
20569.0,Gerd Lauermann,Audit,M4.1,Standard,21-07-2015,30-09-2015,30-09-2017,396.0,Report+Attestation
36813.0,Nagl-Pölzer Consulting,Audit,M4.0,Standard,30-08-2013,30-08-2013,30-08-2015,375.0,Report+Attestation
14964.0,kleindienst outdoor-assisted-development,Audit,M4.1,Standard,30-09-2012,30-09-2012,30-09-2014,563.0,Report
14964.0,kleindienst outdoor-assisted-development,Audit,M4.1,Standard,31-03-2016,31-03-2016,31-03-2018,577.0,Report+Attestation
36845.0,schink-kantoku,Audit,M4.1,Standard,08-05-2014,30-11-2014,30-11-2016,408.0,Report+Attestation
36869.0,SERI Nachhaltigkeitsforschungs und –kommunikations GmbH,Audit,M4.0,Standard,22-09-2011,31-12-2011,31-12-2013,609.0,Report+Attestation
36874.0,GESVIT Karl Steinwender e.U.,Audit,M4.0,Standard,18-05-2013,31-12-2013,31-12-2015,323.0,Report+Attestation
36877.0,Holger Stützle IT- & Organisationsberatung,Audit,M4.1,Standard,30-09-2015,30-09-2015,30-09-2017,334.0,Report+Attestation
14947.0,Harald Thurner,Audit,M4.1,Standard,22-05-2015,30-06-2015,30-06-2017,438.0,Report+Attestation
36883.0,Trigon Entwicklungsberatung registrierte Genossenschaft mit beschränkter Haftung,Audit,M4.0,Standard,18-08-2011,31-12-2011,31-12-2013,477.0,Report+Attestation
14779.0,WBS TRAINING AG,Audit,M4.1,Standard,30-06-2016,30-11-2016,30-11-2018,272.0,Report+Attestation
36892.0,Nikolaus Teixeira communications & design,Audit,M4.1,Standard,22-09-2016,30-10-2016,30-10-2018,433.0,Report+Attestation
14850.0,EM-faktor GmbH – die social profit agentur,Audit,M4.0,Standard,13-12-2013,31-12-2014,31-12-2016,369.0,Report+Attestation
36903.0,Gugler GmbH,Audit,M4.0,Standard,21-09-2011,31-12-2011,31-12-2013,549.0,Report+Attestation
36906.0,interlink marketing e. U. Anna Oladejo,Audit,M4.1,Standard,30-06-2016,30-11-2016,30-11-2018,368.0,Report+Attestation
36912.0,KLUFAMILY Familie & Beruf Management GmbH,Audit,M4.0,Standard,31-03-2013,31-12-2013,31-12-2015,474.0,Report+Attestation
14734.0,Sonnendruck GmbH,Audit,M4.0,Standard,28-02-2013,28-06-2013,28-06-2015,337.0,Report+Attestation
14734.0,Sonnendruck GmbH,Audit,M4.1,Standard,26-09-2014,31-10-2014,31-10-2016,359.0,Report+Attestation
37001.0,taz Verlags u. Vertriebs GmbH,Audit,M4.1,Standard,28-02-2015,31-03-2015,31-03-2017,395.0,Report+Attestation
14938.0,BKK ProVita,Audit,M4.1,Standard,31-12-2015,31-12-2015,31-12-2017,374.0,Attestation
37056.0,Nina Baresch,Audit,M4.0,Standard,31-12-2012,31-12-2012,31-12-2014,491.0,Report+Attestation
37060.0,SpielScheune der Geschichten,Audit,M4.1,Standard,31-07-2016,31-07-2016,31-07-2018,446.0,Report+Attestation
34879.0,St.Rochus-Apotheke,Audit,M4.1,Standard,31-12-2016,31-12-2016,31-12-2018,439.0,Report+Attestation
37182.0,St. Gereon Seniorendienste gemeinnützige GmbH,Audit,M4.0,Standard,14-03-2013,30-04-2013,30-04-2015,646.0,Report
37267.0,Dr. Norbert Wißgott,Audit,M4.0,Standard,30-09-2011,30-09-2011,30-09-2013,456.0,Attestation
14708.0,Sonnentor Kräuterhandelsgesellschaft mbH,Audit,M5.0,Full,02-06-2021,31-07-2021,31-07-2023,743.0,Report+Attestation
37370.0,Steuerkanzlei Uwe K.Eberhardt,Audit,M5.0,Full,03-06-2021,31-07-2021,31-07-2023,486.0,Report+Attestation
37391.0,DYAS Beratungsges. mbH,Audit,M5.0,Compact,04-06-2021,31-07-2021,31-07-2023,418.0,Report+Attestation
14824.0,Berg Anne,Audit,M4.1,Standard,31-12-2016,28-02-2015,28-02-2017,497.0,Report+Attestation
37700.0,EZ-Akademie | Vitale Menschen Unternehmen Gemeinden (Verein),Audit,M4.1,Standard,31-12-2015,31-05-2015,31-05-2017,462.0,Report+Attestation
37702.0,ANJA HAIDER-WALLNER/ SMILEVEDA,Audit,M4.1,Standard,10-06-2016,30-11-2016,30-11-2018,568.0,Report+Attestation
37705.0,Maria Henkys ShopConsult-NRW,Audit,M4.1,Standard,03-08-2013,30-11-2013,30-11-2015,543.0,Report+Attestation
37707.0,Armin Hipper – Büro für Nachhaltigkeit & Wirtschaftsethik,Audit,M4.1,Standard,31-12-2014,24-03-2014,24-03-2016,262.0,Report+Attestation
37707.0,Armin Hipper – Büro für Nachhaltigkeit & Wirtschaftsethik,Audit,M4.1,Standard,31-12-2016,30-06-2016,30-06-2018,463.0,Report+Attestation
14656.0,Humanistic Management Practices – HMP Gerd Hofielen,Audit,M4.1,Standard,31-12-2015,31-05-2015,31-05-2017,466.0,Report+Attestation
14657.0,Jaritz- Welten verbinden,Audit,M4.1,Standard,31-12-2015,31-05-2015,31-05-2017,496.0,Report
14905.0,Manfred Jotter – Besser Wirtschaften,Audit,M4.1,Standard,31-12-2015,31-05-2015,31-05-2017,448.0,Report+Attestation
37715.0,Smaranda Beate Keller Smart Work Design,Audit,M4.1,Standard,31-12-2014,25-04-2014,25-04-2016,454.0,Report+Attestation
14967.0,Isabella Klien,Audit,M4.1,Standard,31-12-2014,31-03-2014,31-03-2016,563.0,Report+Attestation
14660.0,Kortz Konfliktspezialisten,Audit,M4.1,Standard,31-12-2015,31-05-2015,31-05-2017,594.0,Report+Attestation
14880.0,WeShareIT-Ulrich Lang,Audit,M5.0,Full,31-12-2017,31-01-2016,31-01-2018,500.0,Report+Attestation
14857.0,Lenz Consulting,Audit,M4.1,Standard,31-12-2014,10-09-2012,10-09-2014,289.0,Report+Attestation
14857.0,Lenz Consulting,Audit,M4.1,Standard,31-12-2015,31-01-2016,31-01-2018,449.0,Report+Attestation
19534.0,Perspektivatelier,Audit,M4.1,Standard,31-12-2014,31-10-2014,31-10-2016,528.0,Report+Attestation
14944.0,Sabine Lehner – MARKENwerkstatt,Audit,M4.1,Standard,31-12-2015,31-08-2015,31-08-2017,327.0,Report+Attestation
14863.0,Gebhard Moser,Audit,M4.1,Standard,30-12-2013,30-11-2012,30-11-2014,267.0,Report+Attestation
14863.0,Gebhard Moser,Audit,M4.1,Standard,31-12-2015,31-01-2016,31-01-2018,403.0,Report+Attestation
14864.0,"Müller, Horst",Audit,M4.0,Standard,31-12-2013,31-12-2013,31-12-2015,614.0,Report+Attestation
37740.0,Felix Oesch – Beratungen Gallusberg GmbH,Audit,M4.1,Standard,03-12-2014,31-03-2014,31-03-2016,439.0,Attestation
37744.0,Wodara Immobilien e.K.,Audit,M5.0,Compact,31-12-2018,30-10-2018,30-10-2020,226.0,Report
37746.0,Raum für Bewusst Sein GmbH,Audit,M4.0,Standard,27-11-2012,28-02-2013,28-02-2015,635.0,Report+Attestation
37748.0,Otto Raich,Audit,M4.1,Standard,16-03-2014,24-03-2014,24-03-2016,306.0,Report+Attestation
14966.0,Armin Schmelzle,Audit,M4.1,Standard,17-09-2015,30-11-2015,30-11-2017,382.0,Report+Attestation
37751.0,Christoph Spahn,Audit,M4.0,Standard,30-12-2012,30-12-2013,30-12-2015,529.0,Report+Attestation
37753.0,Beat Stroo,Audit,M4.0,Standard,31-12-2013,31-12-2013,31-12-2015,542.0,Report+Attestation
37755.0,Michael Vongerichten,Audit,M4.1,Standard,31-12-2015,31-03-2015,31-03-2017,478.0,Report+Attestation
37758.0,Michael Weiss,Audit,M4.1,Standard,31-12-2014,31-10-2014,31-10-2016,329.0,Report+Attestation
14919.0,Wiedemann Jörn,Audit,M4.1,Standard,31-12-2014,25-03-2014,25-03-2016,510.0,Report+Attestation
19542.0,Simon Brechel Nachhaltigkeitsmanagement,Audit,M5.0,Compact,14-06-2021,31-10-2021,31-10-2023,258.0,Report+Attestation
38079.0,Bio-Marktgemeinschaft eG Stemmerhof,Audit,M4.0,Standard,31-12-2012,31-12-2012,31-12-2014,596.0,Report+Attestation
38079.0,Bio-Marktgemeinschaft eG Stemmerhof,Audit,M4.0,Standard,31-12-2013,31-12-2014,31-12-2016,631.0,Report+Attestation
14670.0,Culumnatura,Audit,M4.0,Standard,31-12-2013,31-12-2013,31-12-2015,479.0,Report+Attestation
38094.0,dwp eG Fairhandelsgenossenschaft Ravensburg,Audit,M4.0,Standard,31-12-2013,31-12-2013,31-12-2015,674.0,Report+Attestation
14654.0,Genusshandwerker,Audit,M4.1,Standard,16-06-2016,31-03-2016,31-03-2018,520.0,Report+Attestation
38102.0,GÖTTIN DES GLÜCKS eG.,Audit,M4.1,Standard,31-03-2012,31-12-2012,31-12-2014,636.0,Report+Attestation
38102.0,GÖTTIN DES GLÜCKS eG.,Audit,M4.1,Standard,31-12-2013,31-12-2013,31-12-2015,641.0,Report+Attestation
38102.0,GÖTTIN DES GLÜCKS eG.,Audit,M4.1,Standard,31-08-2015,31-08-2015,31-08-2017,674.0,Report+Attestation
38107.0,KLEIDERgrün,Audit,M4.1,Standard,31-12-2016,30-12-2016,30-12-2018,571.0,Report+Attestation
38110.0,Nets.werk Steyr – Nachhaltig leben,Audit,M4.0,Standard,31-12-2012,31-12-2012,31-12-2014,615.0,Report+Attestation
14678.0,Ökoring Handels GmbH,Audit,M4.1,Standard,16-06-2014,30-06-2013,30-06-2015,541.0,Report+Attestation
20027.0,OIKOPOLIS Participations SA,Audit,M4.1,Standard,31-10-2014,31-10-2014,31-10-2016,633.0,Report+Attestation
38150.0,Dr. Susanne Schmall,Audit,M5.0,Compact,16-06-2021,30-09-2019,30-09-2021,473.0,Report+Attestation
38374.0,ELVG Bentlage GmbH,Audit,M4.1,Standard,31-12-2015,30-11-2015,30-11-2017,394.0,Report+Attestation
38378.0,Videotechnik Ing. Friedel HANS e.U.,Audit,M4.0,Standard,30-12-2012,31-12-2012,31-12-2014,617.0,Report+Attestation
38692.0,Graf GmbH,Audit,M4.1,Standard,31-12-2013,31-12-2013,31-12-2015,398.0,Report+Attestation
38694.0,DER HOLZHOF GmbH  Kunze,Audit,M4.1,Standard,29-11-2013,31-08-2014,31-08-2016,576.0,Report+Attestation
27489.0,Märkisches Landbrot GmbH,Audit,M4.1,Standard,31-03-2015,31-03-2015,31-03-2017,689.0,Report+Attestation
27489.0,Märkisches Landbrot GmbH,Audit,M4.0,Standard,31-12-2013,31-03-2013,31-03-2015,652.0,Report
29734.0,Metzler Käse – Molke GmbH,Audit,M4.1,Standard,30-06-2017,30-06-2017,30-06-2019,407.0,Report+Attestation
38704.0,R.U.S.Z. Franchising GmbH,Audit,M4.1,Standard,30-07-2016,30-07-2016,30-07-2018,598.0,Report+Attestation
39029.0,Technische Hochschule Nürnberg Georg Simon Ohm,Audit,M5.0,Full,24-06-2021,31-10-2021,31-10-2023,321.0,Report+Attestation
39034.0,Evang. Kirchengemeinde Rosphetal-Mellnau,Audit,M5.0,Compact,24-06-2021,31-08-2021,31-08-2023,421.0,Report+Attestation
40111.0,PAPERBOATS Lenja Rother,Audit,M5.0,Compact,02-07-2021,30-11-2021,30-11-2023,385.0,Report+Attestation
40298.0,PROMA Versicherungsmakler GmbH & Co.KG,Audit,M5.0,Full,06-07-2021,30-09-2021,30-09-2023,316.0,Report+Attestation
40573.0,STEAUF-Werkstatt,Audit,M5.0,Compact,08-07-2021,29-02-2022,29-02-2024,411.0,Report+Attestation
40588.0,ProEngeno GmbH & Co. KG,Audit,M5.0,Full,09-07-2021,31-01-2022,31-01-2024,291.0,Report+Attestation
40822.0,Hofgut Eichigt GmbH,Audit,M5.0,Full,12-07-2021,30-11-2021,30-11-2023,291.0,Report+Attestation
38148.0,Weltladen Lienz,Audit,M5.0,Compact,12-07-2021,31-08-2021,31-08-2023,550.0,Report+Attestation
40871.0,Hotel Balance,Audit,M4.1,Standard,10-03-2015,30-06-2015,30-06-2017,644.0,Report+Attestation
40874.0,BÜRGERSTIFTUNG PFALZ UND NATURHOTEL STIFTSGUT KEYSERMÜHLE,Audit,M4.1,Standard,15-04-2015,31-03-2015,31-03-2017,656.0,Report+Attestation
14949.0,OeAD-WohnraumverwaltungsGmbH,Audit,M4.1,Standard,30-06-2016,31-03-2016,31-03-2018,541.0,Report+Attestation
14949.0,OeAD-WohnraumverwaltungsGmbH,Audit,M4.1,Standard,31-12-2013,30-10-2012,30-10-2014,575.0,Report+Attestation
40880.0,Rad-Hof Erfurt,Audit,M4.1,Standard,31-12-2013,31-12-2013,31-12-2015,651.0,Report
40894.0,Kaiser. Die Vollkornbäckerei GmbH,Audit,M5.0,Compact,14-07-2021,31-10-2021,31-10-2023,495.0,Report+Attestation
14891.0,AUROBIA GmbH & Co KG,Audit,M5.0,Compact,14-07-2021,30-11-2021,30-11-2023,191.0,Report+Attestation
40968.0,Tischlein Deck Dich e. V.,Audit,M4.1,Standard,24-09-2015,31-01-2016,31-01-2018,548.0,Report+Attestation
